gene,old_rank,new_rank,rank_shift,regpower_eb_mean,guide_corr,donor_corr,single_guide_frac,repro_weight,reweighted_score,donor_metadata,n_guides_med,peak_condition
MPP1,7338,6696,642,-2.9307,0.03,,0.0,0.386,-1.1313,ausente (peso neutral),2.0,Rest
URGCP,6977,6697,280,-2.9307,0.03,,0.0,0.386,-1.1313,ausente (peso neutral),2.0,Stim48hr
RAB30,6967,6698,269,-2.9307,0.029,,0.0,0.386,-1.1313,ausente (peso neutral),2.0,Stim8hr
LIMK1,7174,6699,475,-2.9307,0.03,,0.0,0.386,-1.1313,ausente (peso neutral),2.0,Rest
NUDT9,7012,6700,312,-2.9307,0.028,,0.0,0.386,-1.1313,ausente (peso neutral),2.0,Stim8hr
MAL,6519,6701,-182,-2.7005,0.117,,0.0,0.419,-1.1315,ausente (peso neutral),2.0,Rest
TMBIM6,6659,6702,-43,-2.7532,0.095,,0.0,0.411,-1.1316,ausente (peso neutral),2.0,Rest
PLIN3,6909,6703,206,-2.8237,0.069,,0.0,0.401,-1.1323,ausente (peso neutral),2.0,Stim8hr
SLC35G1,6897,6704,193,-2.8237,0.071,,0.0,0.401,-1.1323,ausente (peso neutral),2.0,Stim8hr
TMEM273,6847,6705,142,-2.8237,0.069,,0.0,0.401,-1.1323,ausente (peso neutral),2.0,Stim48hr
PLSCR1,6843,6706,137,-2.8237,0.07,,0.0,0.401,-1.1323,ausente (peso neutral),2.0,Rest
SLFN11,6812,6707,105,-2.8237,0.071,,0.0,0.401,-1.1323,ausente (peso neutral),2.0,Stim8hr
SMCR8,6785,6708,77,-2.8237,0.069,,0.0,0.401,-1.1323,ausente (peso neutral),2.0,Stim48hr
PARP10,6238,6709,-471,-2.6861,0.124,,0.0,0.422,-1.1335,ausente (peso neutral),2.0,Rest
C16orf54,6193,6710,-517,-2.6677,0.133,,0.0,0.425,-1.1338,ausente (peso neutral),2.0,Rest
RMDN1,6680,6711,-31,-2.7931,0.082,,0.0,0.406,-1.134,ausente (peso neutral),2.0,Rest
UBXN8,7403,6712,691,-2.9307,0.031,,0.0,0.387,-1.1342,ausente (peso neutral),2.0,Stim8hr
CASP7,7158,6713,445,-2.9307,0.032,,0.0,0.387,-1.1342,ausente (peso neutral),2.0,Rest
ZNF558,7029,6714,315,-2.9307,0.033,,0.0,0.387,-1.1342,ausente (peso neutral),2.0,Stim8hr
IFI35,6529,6715,-186,-2.7005,0.12,,0.0,0.42,-1.1342,ausente (peso neutral),2.0,Rest
TXNDC5,7346,6716,630,-2.9307,0.031,,0.0,0.387,-1.1342,ausente (peso neutral),2.0,Rest
TTLL1,7397,6717,680,-2.9307,0.032,,0.0,0.387,-1.1342,ausente (peso neutral),2.0,Stim8hr
AGA,7113,6718,395,-2.9307,0.033,,0.0,0.387,-1.1342,ausente (peso neutral),2.0,Stim8hr
TMEM156,7268,6719,549,-2.9307,0.032,,0.0,0.387,-1.1342,ausente (peso neutral),2.0,Stim8hr
GMDS,7187,6720,467,-2.9307,0.031,,0.0,0.387,-1.1342,ausente (peso neutral),2.0,Rest
METTL9,7225,6721,504,-2.9307,0.031,,0.0,0.387,-1.1342,ausente (peso neutral),2.0,Rest
ZNF567,6358,6722,-364,-2.7005,0.12,,0.0,0.42,-1.1342,ausente (peso neutral),2.0,Stim48hr
MGST2,6492,6723,-231,-2.7005,0.119,,0.0,0.42,-1.1342,ausente (peso neutral),2.0,Stim48hr
USP11,6976,6724,252,-2.9307,0.033,,0.0,0.387,-1.1342,ausente (peso neutral),2.0,Stim8hr
CGRRF1,6972,6725,247,-2.9307,0.032,,0.0,0.387,-1.1342,ausente (peso neutral),2.0,Stim8hr
CC2D1B,6380,6726,-346,-2.7005,0.12,,0.0,0.42,-1.1342,ausente (peso neutral),2.0,Rest
ERCC5,7249,6727,522,-2.9307,0.033,,0.0,0.387,-1.1342,ausente (peso neutral),2.0,Stim8hr
PLAAT4,6645,6728,-83,-2.7532,0.1,,0.0,0.412,-1.1343,ausente (peso neutral),2.0,Stim48hr
ENOX2,6627,6729,-102,-2.7532,0.099,,0.0,0.412,-1.1343,ausente (peso neutral),2.0,Stim48hr
PIH1D1,7416,6730,686,-2.9313,0.032,,0.0,0.387,-1.1344,ausente (peso neutral),2.0,Rest
TMUB1,6715,6731,-16,-2.8082,0.078,,0.0,0.404,-1.1345,ausente (peso neutral),2.0,Stim48hr
NSUN3,5891,6732,-841,-2.579,0.175,,0.0,0.44,-1.1348,ausente (peso neutral),2.0,Rest
LNPEP,6727,6733,-6,-2.8237,0.073,,0.0,0.402,-1.1351,ausente (peso neutral),2.0,Stim8hr
BAK1,6891,6734,157,-2.8237,0.073,,0.0,0.402,-1.1351,ausente (peso neutral),2.0,Stim8hr
FERRY3,6674,6735,-61,-2.7931,0.084,,0.0,0.407,-1.1368,ausente (peso neutral),2.0,Rest
FEM1C,6405,6736,-331,-2.7005,0.122,,0.0,0.421,-1.1369,ausente (peso neutral),2.0,Stim48hr
ARL13B,6367,6737,-370,-2.7005,0.122,,0.0,0.421,-1.1369,ausente (peso neutral),2.0,Rest
RNF11,7069,6738,331,-2.9307,0.034,,0.0,0.388,-1.1371,ausente (peso neutral),2.0,Stim8hr
HIGD2A,7371,6739,632,-2.9307,0.036,,0.0,0.388,-1.1371,ausente (peso neutral),2.0,Rest
OTUD3,7126,6740,386,-2.9307,0.034,,0.0,0.388,-1.1371,ausente (peso neutral),2.0,Rest
MTHFD2L,7370,6741,629,-2.9307,0.034,,0.0,0.388,-1.1371,ausente (peso neutral),2.0,Rest
BLOC1S5,7050,6742,308,-2.9307,0.034,,0.0,0.388,-1.1371,ausente (peso neutral),2.0,Rest
MMAA,6598,6743,-145,-2.7532,0.102,,0.0,0.413,-1.1371,ausente (peso neutral),2.0,Stim8hr
SLC2A4RG,7345,6744,601,-2.9307,0.034,,0.0,0.388,-1.1371,ausente (peso neutral),2.0,Rest
RALGAPA1,6931,6745,186,-2.9307,0.035,,0.0,0.388,-1.1371,ausente (peso neutral),2.0,Stim48hr
FAM219A,6653,6746,-93,-2.7532,0.101,,0.0,0.413,-1.1371,ausente (peso neutral),2.0,Stim48hr
PHC2,7150,6747,403,-2.9307,0.035,,0.0,0.388,-1.1371,ausente (peso neutral),2.0,Stim48hr
ANGEL2,7151,6748,403,-2.9307,0.035,,0.0,0.388,-1.1371,ausente (peso neutral),2.0,Stim8hr
KIAA0513,7319,6749,570,-2.9307,0.035,,0.0,0.388,-1.1371,ausente (peso neutral),2.0,Rest
PPP2R5E,7068,6750,318,-2.9307,0.035,,0.0,0.388,-1.1371,ausente (peso neutral),2.0,Stim48hr
TMBIM4,3177,6751,-3574,-1.68,,0.804,0.0,0.677,-1.1374,presente,2.0,Stim8hr
CHIC1,6737,6752,-15,-2.8237,0.075,,0.0,0.403,-1.138,ausente (peso neutral),2.0,Stim8hr
SMPD2,6769,6753,16,-2.8237,0.073,,0.0,0.403,-1.138,ausente (peso neutral),2.0,Stim8hr
LZTFL1,6206,6754,-548,-2.6677,0.14,,0.0,0.427,-1.1391,ausente (peso neutral),2.0,Rest
B3GALT4,6152,6755,-603,-2.6437,0.149,,0.0,0.431,-1.1394,ausente (peso neutral),2.0,Rest
IFT52,6562,6756,-194,-2.7005,0.126,,0.0,0.422,-1.1396,ausente (peso neutral),2.0,Rest
MTRF1,6537,6757,-220,-2.7005,0.124,,0.0,0.422,-1.1396,ausente (peso neutral),2.0,Stim48hr
PHC1,6505,6758,-253,-2.7005,0.125,,0.0,0.422,-1.1396,ausente (peso neutral),2.0,Stim48hr
CUTA,6693,6759,-66,-2.7931,0.087,,0.0,0.408,-1.1396,ausente (peso neutral),2.0,Rest
VTI1A,6705,6760,-55,-2.7931,0.088,,0.0,0.408,-1.1396,ausente (peso neutral),2.0,Rest
VCF2,6605,6761,-156,-2.7532,0.104,,0.0,0.414,-1.1398,ausente (peso neutral),2.0,Stim8hr
BIN3,6641,6762,-121,-2.7532,0.103,,0.0,0.414,-1.1398,ausente (peso neutral),2.0,Stim8hr
SLC48A1,7339,6763,576,-2.9307,0.037,,0.0,0.389,-1.14,ausente (peso neutral),2.0,Stim48hr
SH3GLB1,7010,6764,246,-2.9307,0.037,,0.0,0.389,-1.14,ausente (peso neutral),2.0,Stim48hr
FOXJ3,7281,6765,516,-2.9307,0.038,,0.0,0.389,-1.14,ausente (peso neutral),2.0,Stim48hr
SELENOW,7103,6766,337,-2.9307,0.037,,0.0,0.389,-1.14,ausente (peso neutral),2.0,Stim8hr
CYP51A1,5075,6767,-1692,-2.3371,,,0.33,0.488,-1.1405,ausente (peso neutral),2.0,Stim8hr
NF2,6907,6768,139,-2.8237,0.078,,0.0,0.404,-1.1408,ausente (peso neutral),2.0,Rest
HMGN1,6903,6769,134,-2.8237,0.078,,0.0,0.404,-1.1408,ausente (peso neutral),2.0,Stim8hr
CALCOCO1,6729,6770,-41,-2.8237,0.076,,0.0,0.404,-1.1408,ausente (peso neutral),2.0,Stim8hr
ADCY3,5990,6771,-781,-2.5935,0.174,,0.0,0.44,-1.1411,ausente (peso neutral),2.0,Rest
GFOD2,6043,6772,-729,-2.5935,0.173,,0.0,0.44,-1.1411,ausente (peso neutral),2.0,Stim8hr
TMEM222,6417,6773,-356,-2.7005,0.129,,0.0,0.423,-1.1423,ausente (peso neutral),2.0,Rest
ARL8A,6366,6774,-408,-2.7005,0.129,,0.0,0.423,-1.1423,ausente (peso neutral),2.0,Stim48hr
SAMHD1,6638,6775,-137,-2.7532,0.106,,0.0,0.415,-1.1426,ausente (peso neutral),2.0,Rest
POLR3GL,4218,6776,-2558,-2.0336,,,0.0,0.562,-1.1429,ausente (peso neutral),2.0,Stim48hr
AIM2,7133,6777,356,-2.9307,0.039,,0.0,0.39,-1.143,ausente (peso neutral),2.0,Rest
RAB8A,6980,6778,202,-2.9307,0.039,,0.0,0.39,-1.143,ausente (peso neutral),2.0,Stim8hr
CXorf65,7375,6779,596,-2.9307,0.041,,0.0,0.39,-1.143,ausente (peso neutral),2.0,Stim48hr
PPM1A,7075,6780,295,-2.9307,0.04,,0.0,0.39,-1.143,ausente (peso neutral),2.0,Stim48hr
APLP2,7076,6781,295,-2.9307,0.04,,0.0,0.39,-1.143,ausente (peso neutral),2.0,Rest
FAHD2B,7325,6782,543,-2.9307,0.041,,0.0,0.39,-1.143,ausente (peso neutral),2.0,Rest
ANXA4,7021,6783,238,-2.9307,0.041,,0.0,0.39,-1.143,ausente (peso neutral),2.0,Stim48hr
EEF1AKMT1,7186,6784,402,-2.9307,0.039,,0.0,0.39,-1.143,ausente (peso neutral),2.0,Stim48hr
GVQW3,6722,6785,-63,-2.8087,0.086,,0.0,0.407,-1.1431,ausente (peso neutral),2.0,Rest
OTULINL,6771,6786,-15,-2.8237,0.081,,0.0,0.405,-1.1436,ausente (peso neutral),2.0,Stim8hr
ITGA4,6888,6787,101,-2.8237,0.081,,0.0,0.405,-1.1436,ausente (peso neutral),2.0,Stim48hr
TRDMT1,5999,6788,-789,-2.5935,0.176,,0.0,0.441,-1.1437,ausente (peso neutral),2.0,Stim48hr
PRPS1,5861,6789,-928,-2.5673,0.188,,0.0,0.446,-1.145,ausente (peso neutral),2.0,Stim48hr
POLH,6577,6790,-213,-2.7011,0.13,,0.0,0.424,-1.1453,ausente (peso neutral),2.0,Stim8hr
SYNE2,7400,6791,609,-2.9307,0.044,,0.0,0.391,-1.1459,ausente (peso neutral),2.0,Stim8hr
MTMR1,7374,6792,582,-2.9307,0.043,,0.0,0.391,-1.1459,ausente (peso neutral),2.0,Rest
CCM2,7131,6793,338,-2.9307,0.043,,0.0,0.391,-1.1459,ausente (peso neutral),2.0,Stim8hr
GATD1,7290,6794,496,-2.9307,0.044,,0.0,0.391,-1.1459,ausente (peso neutral),2.0,Rest
SH2D1A,6934,6795,139,-2.9307,0.044,,0.0,0.391,-1.1459,ausente (peso neutral),2.0,Rest
IFT43,7369,6796,573,-2.9307,0.042,,0.0,0.391,-1.1459,ausente (peso neutral),2.0,Stim48hr
KCNN4,7306,6797,509,-2.9307,0.041,,0.0,0.391,-1.1459,ausente (peso neutral),2.0,Rest
CCDC47,6919,6798,121,-2.9157,0.048,,0.0,0.393,-1.1459,ausente (peso neutral),2.0,Rest
SEC24D,6796,6799,-3,-2.8237,0.083,,0.0,0.406,-1.1464,ausente (peso neutral),2.0,Stim8hr
S100A4,6913,6800,113,-2.8237,0.083,,0.0,0.406,-1.1464,ausente (peso neutral),2.0,Stim48hr
AP3S2,6820,6801,19,-2.8237,0.083,,0.0,0.406,-1.1464,ausente (peso neutral),2.0,Stim48hr
UBASH3A,6225,6802,-577,-2.6861,0.138,,0.0,0.427,-1.147,ausente (peso neutral),2.0,Stim48hr
MFGE8,6487,6803,-316,-2.7005,0.133,,0.0,0.425,-1.1477,ausente (peso neutral),2.0,Stim48hr
SSBP4,6524,6804,-280,-2.7005,0.134,,0.0,0.425,-1.1477,ausente (peso neutral),2.0,Rest
MGME1,6709,6805,-96,-2.7931,0.095,,0.0,0.411,-1.148,ausente (peso neutral),2.0,Rest
FBXO45,6687,6806,-119,-2.7931,0.095,,0.0,0.411,-1.148,ausente (peso neutral),2.0,Rest
STOML2,6668,6807,-139,-2.7532,0.112,,0.0,0.417,-1.1481,ausente (peso neutral),2.0,Stim8hr
CAPN1,7168,6808,360,-2.9307,0.047,,0.0,0.392,-1.1488,ausente (peso neutral),2.0,Stim48hr
CDK5RAP1,6956,6809,147,-2.9307,0.045,,0.0,0.392,-1.1488,ausente (peso neutral),2.0,Rest
SLC25A4,6943,6810,133,-2.9307,0.046,,0.0,0.392,-1.1488,ausente (peso neutral),2.0,Rest
NETO2,7009,6811,198,-2.9307,0.045,,0.0,0.392,-1.1488,ausente (peso neutral),2.0,Stim48hr
DGKA,7398,6812,586,-2.9307,0.046,,0.0,0.392,-1.1488,ausente (peso neutral),2.0,Rest
HEBP2,7382,6813,569,-2.9307,0.044,,0.0,0.392,-1.1488,ausente (peso neutral),2.0,Rest
GALNT2,5928,6814,-886,-2.5935,0.182,,0.0,0.443,-1.1489,ausente (peso neutral),2.0,Stim48hr
PPP4R2,4227,6815,-2588,-2.0455,,,0.0,0.562,-1.1496,ausente (peso neutral),2.0,Stim8hr
HMOX2,6240,6816,-576,-2.6861,0.142,,0.0,0.428,-1.1497,ausente (peso neutral),2.0,Stim8hr
BBIP1,6256,6817,-561,-2.6861,0.142,,0.0,0.428,-1.1497,ausente (peso neutral),2.0,Stim8hr
GLO1,6464,6818,-354,-2.7005,0.135,,0.0,0.426,-1.1504,ausente (peso neutral),2.0,Stim8hr
IL1RAP,6472,6819,-347,-2.7005,0.137,,0.0,0.426,-1.1504,ausente (peso neutral),2.0,Stim48hr
HYCC2,6685,6820,-135,-2.7931,,,0.67,0.412,-1.1508,ausente (peso neutral),1.0,Rest
LNPK,7320,6821,499,-2.9307,0.047,,0.0,0.393,-1.1518,ausente (peso neutral),2.0,Rest
IFT88,7373,6822,551,-2.9307,0.048,,0.0,0.393,-1.1518,ausente (peso neutral),2.0,Rest
TMEM170A,7264,6823,441,-2.9307,0.048,,0.0,0.393,-1.1518,ausente (peso neutral),2.0,Rest
CLCN3,7004,6824,180,-2.9307,0.049,,0.0,0.393,-1.1518,ausente (peso neutral),2.0,Stim8hr
ERLIN1,7261,6825,436,-2.9307,0.047,,0.0,0.393,-1.1518,ausente (peso neutral),2.0,Stim48hr
PTMS,7136,6826,310,-2.9307,0.047,,0.0,0.393,-1.1518,ausente (peso neutral),2.0,Stim8hr
LITAF,7309,6827,482,-2.9307,0.049,,0.0,0.393,-1.1518,ausente (peso neutral),2.0,Stim48hr
PLXNA3,7066,6828,238,-2.9307,0.047,,0.0,0.393,-1.1518,ausente (peso neutral),2.0,Stim48hr
GPR68,7220,6829,391,-2.9307,0.049,,0.0,0.393,-1.1518,ausente (peso neutral),2.0,Stim8hr
RAB27A,6991,6830,161,-2.9307,0.048,,0.0,0.393,-1.1518,ausente (peso neutral),2.0,Stim48hr
AP4B1,7418,6831,587,-2.9313,0.047,,0.0,0.393,-1.152,ausente (peso neutral),2.0,Rest
OGFR,6134,6832,-698,-2.6305,0.168,,0.0,0.438,-1.1522,ausente (peso neutral),2.0,Rest
DAP3,6618,6833,-215,-2.7532,0.118,,0.0,0.419,-1.1536,ausente (peso neutral),2.0,Rest
STARD5,5911,6834,-923,-2.5935,0.185,,0.0,0.445,-1.1541,ausente (peso neutral),2.0,Stim8hr
EOGT,7199,6835,364,-2.9307,0.05,,0.0,0.394,-1.1547,ausente (peso neutral),2.0,Stim8hr
SPPL2A,7292,6836,456,-2.9307,0.051,,0.0,0.394,-1.1547,ausente (peso neutral),2.0,Rest
FANCG,7265,6837,428,-2.9307,0.051,,0.0,0.394,-1.1547,ausente (peso neutral),2.0,Stim48hr
RANBP10,6892,6838,54,-2.8237,0.09,,0.0,0.409,-1.1549,ausente (peso neutral),2.0,Rest
UBE2Z,6845,6839,6,-2.8237,0.092,,0.0,0.409,-1.1549,ausente (peso neutral),2.0,Stim8hr
GSTZ1,7415,6840,575,-2.9313,0.05,,0.0,0.394,-1.1549,ausente (peso neutral),2.0,Stim8hr
ALDH16A1,6752,6841,-89,-2.8237,0.09,,0.0,0.409,-1.1549,ausente (peso neutral),2.0,Stim48hr
IRS2,6819,6842,-23,-2.8237,0.092,,0.0,0.409,-1.1549,ausente (peso neutral),2.0,Stim8hr
IGF1R,6792,6843,-51,-2.8237,0.089,,0.0,0.409,-1.1549,ausente (peso neutral),2.0,Stim48hr
SELENOS,6809,6844,-35,-2.8237,0.091,,0.0,0.409,-1.1549,ausente (peso neutral),2.0,Rest
PHLPP1,6754,6845,-91,-2.8237,0.091,,0.0,0.409,-1.1549,ausente (peso neutral),2.0,Rest
PRMT3,4242,6846,-2604,-2.056,,,0.0,0.562,-1.1555,ausente (peso neutral),2.0,Stim8hr
CD83,6428,6847,-419,-2.7005,0.142,,0.0,0.428,-1.1558,ausente (peso neutral),2.0,Rest
SLC41A1,6613,6848,-235,-2.7532,0.12,,0.0,0.42,-1.1563,ausente (peso neutral),2.0,Stim48hr
MAP3K11,6639,6849,-210,-2.7532,0.119,,0.0,0.42,-1.1563,ausente (peso neutral),2.0,Stim8hr
GSKIP,6918,6850,68,-2.9157,0.059,,0.0,0.397,-1.1575,ausente (peso neutral),2.0,Rest
SIGMAR1,6986,6851,135,-2.9307,0.054,,0.0,0.395,-1.1576,ausente (peso neutral),2.0,Stim8hr
CBR3,7111,6852,259,-2.9307,0.054,,0.0,0.395,-1.1576,ausente (peso neutral),2.0,Stim8hr
ZNF445,7064,6853,211,-2.9307,0.054,,0.0,0.395,-1.1576,ausente (peso neutral),2.0,Rest
FABP5,7291,6854,437,-2.9307,0.052,,0.0,0.395,-1.1576,ausente (peso neutral),2.0,Rest
ZNF451,7063,6855,208,-2.9307,0.054,,0.0,0.395,-1.1576,ausente (peso neutral),2.0,Stim48hr
H2BC9,6806,6856,-50,-2.8237,0.094,,0.0,0.41,-1.1577,ausente (peso neutral),2.0,Stim8hr
ST7,6838,6857,-19,-2.8237,0.093,,0.0,0.41,-1.1577,ausente (peso neutral),2.0,Stim48hr
CMTM8,6823,6858,-35,-2.8237,0.093,,0.0,0.41,-1.1577,ausente (peso neutral),2.0,Stim8hr
NUDT8,6276,6859,-583,-2.6864,0.149,,0.0,0.431,-1.1578,ausente (peso neutral),2.0,Stim48hr
TRAM2,4257,6860,-2603,-2.0612,,,0.0,0.562,-1.1584,ausente (peso neutral),2.0,Rest
BTG2,6334,6861,-527,-2.7005,0.143,,0.0,0.429,-1.1585,ausente (peso neutral),2.0,Stim48hr
TMC6,6576,6862,-286,-2.7011,0.144,,0.0,0.429,-1.1588,ausente (peso neutral),2.0,Stim48hr
PUSL1,6690,6863,-173,-2.7931,0.106,,0.0,0.415,-1.1591,ausente (peso neutral),2.0,Rest
KMT5C,6620,6864,-244,-2.7532,0.122,,0.0,0.421,-1.1591,ausente (peso neutral),2.0,Stim48hr
SIT1,6610,6865,-255,-2.7532,0.123,,0.0,0.421,-1.1591,ausente (peso neutral),2.0,Rest
NBEAL2,4270,6866,-2596,-2.0626,,,0.0,0.562,-1.1592,ausente (peso neutral),2.0,Stim48hr
MLLT1,4266,6867,-2601,-2.0626,,,0.0,0.562,-1.1592,ausente (peso neutral),2.0,Stim48hr
LYRM7,6716,6868,-152,-2.8082,0.101,,0.0,0.413,-1.1598,ausente (peso neutral),2.0,Rest
CGAS,6732,6869,-137,-2.8237,0.097,,0.0,0.411,-1.1605,ausente (peso neutral),2.0,Stim48hr
KLHL18,6835,6870,-35,-2.8237,0.097,,0.0,0.411,-1.1605,ausente (peso neutral),2.0,Rest
GADD45B,7267,6871,396,-2.9307,0.055,,0.0,0.396,-1.1606,ausente (peso neutral),2.0,Rest
RALB,6996,6872,124,-2.9307,0.056,,0.0,0.396,-1.1606,ausente (peso neutral),2.0,Stim8hr
NXPE3,7011,6873,138,-2.9307,0.056,,0.0,0.396,-1.1606,ausente (peso neutral),2.0,Rest
RCSD1,7006,6874,132,-2.9307,0.055,,0.0,0.396,-1.1606,ausente (peso neutral),2.0,Stim48hr
RANGRF,7425,6875,550,-3.0383,0.017,,0.0,0.382,-1.1606,ausente (peso neutral),2.0,Rest
CDR2,6958,6876,82,-2.9307,0.056,,0.0,0.396,-1.1606,ausente (peso neutral),2.0,Stim8hr
ZNF420,7157,6877,280,-2.9307,0.057,,0.0,0.396,-1.1606,ausente (peso neutral),2.0,Stim8hr
CLIC4,6988,6878,110,-2.9307,0.055,,0.0,0.396,-1.1606,ausente (peso neutral),2.0,Rest
PTS,7163,6879,284,-2.9307,0.056,,0.0,0.396,-1.1606,ausente (peso neutral),2.0,Stim48hr
SUMF2,7239,6880,359,-2.9307,0.055,,0.0,0.396,-1.1606,ausente (peso neutral),2.0,Stim48hr
FASTKD2,7256,6881,375,-2.9307,0.056,,0.0,0.396,-1.1606,ausente (peso neutral),2.0,Stim8hr
BRWD3,6631,6882,-251,-2.7532,0.125,,0.0,0.422,-1.1619,ausente (peso neutral),2.0,Stim48hr
MBD4,6917,6883,34,-2.9157,0.064,,0.0,0.399,-1.1634,ausente (peso neutral),2.0,Rest
CD27,6770,6884,-114,-2.8237,0.099,,0.0,0.412,-1.1634,ausente (peso neutral),2.0,Stim8hr
PLK3,6885,6885,0,-2.8237,0.099,,0.0,0.412,-1.1634,ausente (peso neutral),2.0,Stim8hr
UNC119,6868,6886,-18,-2.8237,0.099,,0.0,0.412,-1.1634,ausente (peso neutral),2.0,Stim8hr
ZNF646,6746,6887,-141,-2.8237,0.099,,0.0,0.412,-1.1634,ausente (peso neutral),2.0,Rest
STX12,6836,6888,-52,-2.8237,,,0.67,0.412,-1.1634,ausente (peso neutral),1.0,Stim8hr
JUN,7194,6889,305,-2.9307,0.058,,0.0,0.397,-1.1635,ausente (peso neutral),2.0,Stim48hr
MKLN1,7414,6890,524,-2.9307,0.059,,0.0,0.397,-1.1635,ausente (peso neutral),2.0,Stim48hr
PARP16,7099,6891,208,-2.9307,0.059,,0.0,0.397,-1.1635,ausente (peso neutral),2.0,Rest
CYP1B1,7361,6892,469,-2.9307,0.059,,0.0,0.397,-1.1635,ausente (peso neutral),2.0,Rest
PUS7,7134,6893,241,-2.9307,0.059,,0.0,0.397,-1.1635,ausente (peso neutral),2.0,Rest
LIMD1,7289,6894,395,-2.9307,0.06,,0.0,0.397,-1.1635,ausente (peso neutral),2.0,Stim8hr
HCST,7348,6895,453,-2.9307,0.059,,0.0,0.397,-1.1635,ausente (peso neutral),2.0,Rest
IFIT5,7426,6896,530,-3.0383,0.021,,0.0,0.383,-1.1637,ausente (peso neutral),2.0,Stim48hr
DFFA,6621,6897,-276,-2.7532,0.128,,0.0,0.423,-1.1646,ausente (peso neutral),2.0,Stim48hr
PEX10,6623,6898,-275,-2.7532,0.129,,0.0,0.423,-1.1646,ausente (peso neutral),2.0,Stim48hr
ACADSB,6222,6899,-677,-2.6861,0.157,,0.0,0.434,-1.1658,ausente (peso neutral),2.0,Stim8hr
DIXDC1,6267,6900,-633,-2.6864,0.158,,0.0,0.434,-1.1659,ausente (peso neutral),2.0,Stim48hr
RBBP7,6834,6901,-67,-2.8237,0.102,,0.0,0.413,-1.1662,ausente (peso neutral),2.0,Stim8hr
CLTA,6997,6902,95,-2.9307,0.06,,0.0,0.398,-1.1664,ausente (peso neutral),2.0,Rest
PIR,7052,6903,149,-2.9307,0.06,,0.0,0.398,-1.1664,ausente (peso neutral),2.0,Stim8hr
ACAT1,6940,6904,36,-2.9307,0.062,,0.0,0.398,-1.1664,ausente (peso neutral),2.0,Rest
ADGRE5,6957,6905,52,-2.9307,0.061,,0.0,0.398,-1.1664,ausente (peso neutral),2.0,Stim8hr
NFATC3,6927,6906,21,-2.9307,0.061,,0.0,0.398,-1.1664,ausente (peso neutral),2.0,Stim48hr
SEC24B,7159,6907,252,-2.9307,0.062,,0.0,0.398,-1.1664,ausente (peso neutral),2.0,Rest
PLCXD2,6520,6908,-388,-2.7005,0.151,,0.0,0.432,-1.1666,ausente (peso neutral),2.0,Stim48hr
GPBP1L1,4302,6909,-2607,-2.0766,,,0.0,0.562,-1.167,ausente (peso neutral),2.0,Stim8hr
KCNK6,4299,6910,-2611,-2.0766,,,0.0,0.562,-1.167,ausente (peso neutral),2.0,Stim8hr
APAF1,3611,6911,-3300,-1.8293,,0.7,0.0,0.638,-1.1671,presente,2.0,Rest
CD44,6642,6912,-270,-2.7532,0.13,,0.0,0.424,-1.1674,ausente (peso neutral),2.0,Stim8hr
PDHX,6682,6913,-231,-2.7931,0.113,,0.0,0.418,-1.1675,ausente (peso neutral),2.0,Rest
KIAA1191,6697,6914,-217,-2.7931,0.115,,0.0,0.418,-1.1675,ausente (peso neutral),2.0,Rest
ZDHHC6,6686,6915,-229,-2.7931,0.115,,0.0,0.418,-1.1675,ausente (peso neutral),2.0,Rest
NIN,4324,6916,-2592,-2.0787,,,0.0,0.562,-1.1682,ausente (peso neutral),2.0,Stim8hr
GPC1,6745,6917,-172,-2.8237,0.104,,0.0,0.414,-1.169,ausente (peso neutral),2.0,Stim48hr
ULK2,6864,6918,-54,-2.8237,0.104,,0.0,0.414,-1.169,ausente (peso neutral),2.0,Stim48hr
DNAJB12,7228,6919,309,-2.9307,0.064,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Rest
USP1,6456,6920,-464,-2.7005,0.154,,0.0,0.433,-1.1693,ausente (peso neutral),2.0,Stim8hr
SLC43A3,7336,6921,415,-2.9307,0.065,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Stim8hr
CCDC186,7098,6922,176,-2.9307,0.065,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Stim8hr
RBM4B,6932,6923,9,-2.9307,0.064,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Rest
CEP85L,6969,6924,45,-2.9307,0.064,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Stim48hr
GPAT4,7240,6925,315,-2.9307,0.063,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Stim8hr
IKBKE,7384,6926,458,-2.9307,0.063,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Rest
PIGQ,7047,6927,120,-2.9307,0.064,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Stim48hr
PGRMC2,7144,6928,216,-2.9307,0.065,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Rest
TOMM40L,7294,6929,365,-2.9307,0.065,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Rest
SEPTIN8,7114,6930,184,-2.9307,0.063,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Rest
SLC37A4,7372,6931,441,-2.9307,0.064,,0.0,0.399,-1.1693,ausente (peso neutral),2.0,Stim48hr
