gene,old_rank,new_rank,rank_shift,regpower_eb_mean,guide_corr,donor_corr,single_guide_frac,repro_weight,reweighted_score,donor_metadata,n_guides_med,peak_condition
TP53,285,275,10,0.9429,0.163,0.823,0.0,0.53,0.4997,presente,2.0,Rest
RBM27,256,276,-20,1.0044,0.172,0.69,0.0,0.495,0.4972,presente,2.0,Stim8hr
CBLL1,292,277,15,0.927,,0.418,0.0,0.532,0.4932,presente,2.0,Stim8hr
DLG4,240,278,-38,1.0465,0.08,0.745,0.0,0.471,0.4929,presente,2.0,Rest
TSTD2,301,279,22,0.9049,0.224,0.763,0.0,0.539,0.4877,presente,2.0,Stim8hr
PARS2,296,280,16,0.9131,0.188,0.798,0.0,0.534,0.4876,presente,2.0,Stim8hr
LIG1,310,281,29,0.8911,0.303,0.677,0.0,0.546,0.4865,presente,2.0,Rest
COQ3,248,282,-34,1.0199,0.249,0.526,0.0,0.476,0.4855,presente,2.0,Rest
LSM12,298,283,15,0.9103,0.189,0.777,0.0,0.528,0.4806,presente,2.0,Rest
COPS8,364,284,80,0.7943,,0.613,0.0,0.605,0.4806,presente,2.0,Rest
SHLD1,258,285,-27,1.0021,0.041,0.841,0.0,0.479,0.48,presente,2.0,Stim8hr
PAGR1,312,286,26,0.8874,0.208,0.788,0.0,0.54,0.4792,presente,2.0,Stim8hr
ATF4,294,287,7,0.9185,0.167,0.781,0.0,0.519,0.4767,presente,2.0,Stim8hr
SMG1,24,288,-264,2.0846,0.053,0.445,1.0,0.228,0.4753,presente,1.0,Stim8hr
MBTPS1,349,289,60,0.8125,0.276,0.832,0.0,0.585,0.4753,presente,2.0,Stim48hr
ZNF554,231,290,-59,1.0705,0.012,0.753,0.0,0.443,0.4742,presente,2.0,Stim48hr
KAT14,329,291,38,0.8438,0.239,0.814,0.0,0.562,0.4742,presente,2.0,Stim8hr
DNAJC2,281,292,-11,0.9514,,0.658,0.5,0.497,0.4728,presente,1.5,Rest
RB1CC1,164,293,-129,1.2851,0.066,0.377,0.0,0.367,0.4716,presente,2.0,Stim8hr
RELL2,308,294,14,0.896,0.18,0.783,0.0,0.526,0.4713,presente,2.0,Stim8hr
DNAJC24,279,295,-16,0.9583,0.155,0.701,0.0,0.491,0.4705,presente,2.0,Stim48hr
CDC25B,274,296,-22,0.9731,0.134,0.691,0.0,0.479,0.4661,presente,2.0,Rest
MIA3,407,297,110,0.7217,,0.715,0.0,0.643,0.4641,presente,2.0,Rest
EFR3A,314,298,16,0.8825,,0.605,0.33,0.522,0.4607,presente,2.0,Stim8hr
BPTF,214,299,-85,1.138,,0.794,1.0,0.404,0.4598,presente,1.0,Stim8hr
NELFCD,266,300,-34,0.9802,0.232,0.52,0.0,0.468,0.4587,presente,2.0,Stim8hr
PHF23,325,301,24,0.8561,0.21,0.763,0.0,0.533,0.4563,presente,2.0,Rest
SINHCAF,317,302,15,0.8723,,0.394,0.0,0.523,0.4562,presente,2.0,Stim8hr
PKM,355,303,52,0.8073,0.299,0.741,0.0,0.565,0.4561,presente,2.0,Stim8hr
RRAGA,230,304,-74,1.0884,,0.852,1.0,0.417,0.4539,presente,1.0,Stim48hr
TIMM8B,316,305,11,0.8724,0.253,0.658,0.0,0.519,0.4528,presente,2.0,Stim48hr
DR1,324,306,18,0.8563,0.179,0.789,0.0,0.527,0.4513,presente,2.0,Stim48hr
RO60,369,307,62,0.7818,0.232,0.863,0.0,0.574,0.4488,presente,2.0,Stim8hr
EIF3J,327,308,19,0.8479,0.241,0.705,0.0,0.529,0.4485,presente,2.0,Rest
CLASRP,434,309,125,0.6745,,0.771,0.0,0.664,0.4479,presente,2.0,Stim48hr
ZNF837,335,310,25,0.8302,0.214,0.773,0.0,0.538,0.4466,presente,2.0,Stim48hr
KDM2A,400,311,89,0.742,0.352,0.779,0.0,0.601,0.4459,presente,2.0,Stim8hr
CD247,389,312,77,0.7524,0.314,0.802,0.0,0.592,0.4454,presente,2.0,Stim8hr
TTC4,428,313,115,0.6884,,0.721,0.0,0.645,0.444,presente,2.0,Rest
TESPA1,198,314,-116,1.1829,0.046,0.433,0.0,0.375,0.4436,presente,2.0,Stim8hr
PPHLN1,370,315,55,0.7786,0.246,0.827,0.0,0.569,0.443,presente,2.0,Rest
PPIL1,304,316,-12,0.9012,0.187,0.654,0.0,0.491,0.4425,presente,2.0,Rest
NPC2,366,317,49,0.792,0.286,0.732,0.0,0.557,0.4411,presente,2.0,Stim48hr
HEXIM1,347,318,29,0.8143,0.181,0.832,0.0,0.541,0.4405,presente,2.0,Stim48hr
RHOF,255,319,-64,1.0063,0.091,0.603,0.0,0.437,0.4398,presente,2.0,Rest
KIF20A,395,320,75,0.7465,0.344,0.752,0.0,0.589,0.4397,presente,2.0,Stim8hr
GIGYF2,430,321,109,0.6834,,0.713,0.0,0.642,0.4387,presente,2.0,Stim48hr
SLC31A1,247,322,-75,1.0217,0.183,0.447,0.0,0.428,0.4373,presente,2.0,Rest
CD3G,436,323,113,0.6721,0.444,0.794,0.0,0.648,0.4355,presente,2.0,Stim8hr
MEAF6,337,324,13,0.8246,,0.625,0.33,0.528,0.4354,presente,2.0,Stim8hr
NCBP3,232,325,-93,1.0685,0.076,0.511,0.0,0.407,0.4349,presente,2.0,Stim8hr
VHL,378,326,52,0.767,0.219,0.848,0.0,0.563,0.4318,presente,2.0,Stim48hr
VARS2,265,327,-62,0.9812,0.035,0.697,0.0,0.439,0.4307,presente,2.0,Stim48hr
STX16,194,328,-134,1.1875,0.048,0.381,0.0,0.362,0.4299,presente,2.0,Stim8hr
TRRAP,330,329,1,0.8409,0.145,0.785,0.0,0.511,0.4297,presente,2.0,Stim8hr
MLST8,344,330,14,0.8163,0.163,0.804,0.0,0.525,0.4286,presente,2.0,Stim48hr
ALG8,293,331,-38,0.9214,0.131,0.644,0.0,0.465,0.4285,presente,2.0,Stim48hr
ID2,394,332,62,0.7478,,0.753,0.33,0.57,0.4262,presente,2.0,Stim48hr
CMTR2,387,333,54,0.7552,,,0.0,0.562,0.4244,ausente (peso neutral),2.0,Stim8hr
INPP5K,444,334,110,0.6577,,0.717,0.0,0.644,0.4236,presente,2.0,Rest
EHMT1,371,335,36,0.7768,0.196,0.825,0.0,0.545,0.4234,presente,2.0,Rest
XPR1,356,336,20,0.8072,0.197,0.742,0.0,0.521,0.4206,presente,2.0,Stim8hr
SEC14L1,401,337,64,0.7399,0.25,0.817,0.0,0.568,0.4203,presente,2.0,Stim8hr
ZNF649,297,338,-41,0.9112,,0.417,0.33,0.461,0.4201,presente,2.0,Stim48hr
PSMF1,352,339,13,0.811,0.163,0.782,0.0,0.518,0.4201,presente,2.0,Stim8hr
EXOC7,441,340,101,0.6652,,0.681,0.0,0.631,0.4197,presente,2.0,Rest
CCS,348,341,7,0.8133,0.194,0.73,0.0,0.516,0.4197,presente,2.0,Stim8hr
ZNF613,96,342,-246,1.5864,0.003,0.053,0.0,0.264,0.4188,presente,2.0,Stim8hr
TUFM,290,343,-53,0.93,0.133,0.589,0.0,0.45,0.4185,presente,2.0,Stim8hr
CCDC12,410,344,66,0.7096,,0.567,0.0,0.588,0.4172,presente,2.0,Stim8hr
ZNF221,353,345,8,0.8074,0.164,0.768,0.0,0.515,0.4158,presente,2.0,Rest
GLIPR2,178,346,-168,1.2366,0.015,0.324,0.0,0.336,0.4155,presente,2.0,Stim8hr
N6AMT1,341,347,-6,0.8177,0.186,0.708,0.0,0.507,0.4146,presente,2.0,Stim48hr
POLG,382,348,34,0.7608,0.195,0.825,0.0,0.545,0.4146,presente,2.0,Stim48hr
IMPDH2,372,349,23,0.776,0.249,0.707,0.0,0.533,0.4136,presente,2.0,Stim48hr
SSBP1,351,350,1,0.8113,0.188,0.713,0.0,0.509,0.413,presente,2.0,Stim8hr
RBM33,307,351,-44,0.8983,0.092,0.68,0.0,0.459,0.4123,presente,2.0,Stim8hr
UBE2T,362,352,10,0.7958,,0.373,0.0,0.515,0.4098,presente,2.0,Stim8hr
PCBP1,340,353,-13,0.8184,0.133,0.765,0.0,0.5,0.4092,presente,2.0,Stim8hr
TM2D1,181,354,-173,1.2207,0.073,0.248,0.0,0.335,0.4089,presente,2.0,Stim48hr
NIPBL,238,355,-117,1.0478,0.048,0.477,0.0,0.387,0.4055,presente,2.0,Stim48hr
XBP1,354,356,-2,0.8073,0.135,0.763,0.0,0.5,0.4036,presente,2.0,Stim48hr
ITK,412,357,55,0.7081,0.298,0.754,0.0,0.569,0.4029,presente,2.0,Stim8hr
HSD17B10,315,358,-43,0.8734,0.081,0.706,0.0,0.461,0.4026,presente,2.0,Stim8hr
STAG2,470,359,111,0.6132,,0.734,0.0,0.65,0.3986,presente,2.0,Rest
PLEKHG1,396,360,36,0.7464,,0.416,0.0,0.531,0.3963,presente,2.0,Stim48hr
EFHC1,473,361,112,0.6083,,0.733,0.0,0.65,0.3954,presente,2.0,Rest
CAD,483,362,121,0.5892,,0.783,0.0,0.669,0.3942,presente,2.0,Stim8hr
INO80,321,363,-42,0.865,0.171,0.54,0.0,0.451,0.3901,presente,2.0,Rest
ESYT2,427,364,63,0.6897,,,0.0,0.562,0.3876,ausente (peso neutral),2.0,Stim8hr
KAT7,380,365,15,0.7655,,0.348,0.0,0.506,0.3873,presente,2.0,Stim48hr
MVB12B,386,366,20,0.7553,,0.364,0.0,0.512,0.3867,presente,2.0,Rest
EPB41L3,342,367,-25,0.8175,0.11,0.706,0.0,0.473,0.3867,presente,2.0,Stim8hr
PGS1,413,368,45,0.7077,0.211,0.803,0.0,0.546,0.3864,presente,2.0,Rest
ZC3H10,393,369,24,0.7481,0.155,0.788,0.0,0.516,0.386,presente,2.0,Rest
CD28,423,370,53,0.6936,0.223,0.812,0.0,0.554,0.3843,presente,2.0,Stim48hr
PKNOX1,409,371,38,0.7113,0.171,0.846,0.0,0.54,0.3841,presente,2.0,Stim48hr
HNRNPA2B1,363,372,-9,0.7953,0.139,0.679,0.0,0.478,0.3802,presente,2.0,Stim8hr
NR2C2,391,373,18,0.7491,0.17,0.734,0.0,0.507,0.3798,presente,2.0,Rest
PSIP1,397,374,23,0.7461,0.168,0.743,0.0,0.509,0.3798,presente,2.0,Stim48hr
TXNL4B,313,375,-62,0.8855,,0.142,0.0,0.428,0.379,presente,2.0,Stim8hr
NUP188,411,376,35,0.7093,0.194,0.779,0.0,0.531,0.3766,presente,2.0,Stim48hr
XRRA1,429,377,52,0.6842,0.267,0.735,0.0,0.55,0.3763,presente,2.0,Stim8hr
PPM1D,408,378,30,0.7117,0.15,0.833,0.0,0.527,0.3751,presente,2.0,Rest
ERCC1,343,379,-36,0.8172,0.105,0.661,0.0,0.459,0.3751,presente,2.0,Stim48hr
ATP5ME,390,380,10,0.7515,0.205,0.654,0.0,0.499,0.375,presente,2.0,Stim48hr
LARS2,392,381,11,0.7484,0.104,0.796,0.0,0.496,0.3712,presente,2.0,Stim8hr
PTPN2,398,382,16,0.7448,0.202,0.652,0.0,0.497,0.3702,presente,2.0,Rest
FLI1,517,383,134,0.5356,,0.823,0.0,0.684,0.3664,presente,2.0,Rest
ALG1,491,384,107,0.5668,,0.723,0.0,0.646,0.3662,presente,2.0,Stim8hr
SEC61B,295,385,-90,0.917,,0.775,1.0,0.399,0.3659,presente,1.0,Stim8hr
CARMIL2,127,386,-259,1.4341,0.021,0.663,1.0,0.255,0.3657,presente,1.0,Stim8hr
DDA1,449,387,62,0.6496,0.23,0.823,0.0,0.56,0.3638,presente,2.0,Stim8hr
CD3E,309,388,-79,0.894,,0.805,1.0,0.406,0.363,presente,1.0,Stim8hr
TFAP4,442,389,53,0.6631,0.179,0.851,0.0,0.546,0.3621,presente,2.0,Stim48hr
KHDRBS1,326,390,-64,0.8519,0.097,0.546,0.0,0.424,0.3612,presente,2.0,Stim8hr
H2AZ1,388,391,-3,0.7527,0.08,0.776,0.0,0.479,0.3605,presente,2.0,Stim48hr
DAPK2,505,392,113,0.5512,,0.734,0.0,0.65,0.3583,presente,2.0,Stim48hr
GPS2,416,393,23,0.6997,0.143,0.791,0.0,0.512,0.3582,presente,2.0,Stim8hr
FANCL,479,394,85,0.5946,,0.606,0.0,0.602,0.3579,presente,2.0,Stim48hr
CCNF,402,395,7,0.7377,0.116,0.736,0.0,0.485,0.3578,presente,2.0,Rest
ARID2,379,396,-17,0.7669,0.141,0.635,0.0,0.466,0.3574,presente,2.0,Rest
URM1,448,397,51,0.6499,0.193,0.842,0.0,0.549,0.3568,presente,2.0,Stim8hr
UBC,336,398,-62,0.8266,0.109,0.555,0.0,0.431,0.3563,presente,2.0,Rest
NAA25,486,399,87,0.5757,,0.643,0.0,0.616,0.3546,presente,2.0,Stim8hr
PTCH1,481,400,81,0.5909,,0.595,0.0,0.598,0.3534,presente,2.0,Rest
TBX21,540,401,139,0.5023,,0.867,0.0,0.7,0.3516,presente,2.0,Stim48hr
TMEM30A,433,402,31,0.6797,0.183,0.744,0.0,0.516,0.3507,presente,2.0,Stim8hr
FOXN2,399,403,-4,0.7439,0.103,0.703,0.0,0.47,0.3496,presente,2.0,Stim8hr
TMEM79,459,404,55,0.6318,,0.469,0.0,0.551,0.3481,presente,2.0,Stim8hr
RNASEH2C,368,405,-37,0.7855,,0.178,0.0,0.442,0.3472,presente,2.0,Stim8hr
COA3,403,406,-3,0.7375,0.124,0.668,0.0,0.469,0.3459,presente,2.0,Stim48hr
ADAM19,278,407,-129,0.9612,0.072,0.339,0.0,0.359,0.3451,presente,2.0,Stim48hr
TBL1XR1,484,408,76,0.5817,0.269,0.87,0.0,0.593,0.3449,presente,2.0,Stim48hr
THAP12,376,409,-33,0.7676,0.133,0.586,0.0,0.449,0.3447,presente,2.0,Stim8hr
KPNA1,234,410,-176,1.0622,-0.071,0.295,0.0,0.324,0.3442,presente,2.0,Stim8hr
SP1,431,411,20,0.6828,0.116,0.796,0.0,0.501,0.3421,presente,2.0,Stim48hr
UBE2E2,299,412,-113,0.9091,-0.003,0.504,0.0,0.376,0.3418,presente,2.0,Stim8hr
APC,415,413,2,0.7001,0.241,0.568,0.0,0.486,0.3402,presente,2.0,Rest
CTPS1,445,414,31,0.6572,0.304,0.579,0.0,0.515,0.3385,presente,2.0,Stim8hr
ZNF710,477,415,62,0.595,0.259,0.8,0.0,0.567,0.3374,presente,2.0,Rest
FITM2,373,416,-43,0.7746,-0.082,0.739,0.0,0.435,0.337,presente,2.0,Stim8hr
EZH2,367,417,-50,0.7882,,0.552,0.67,0.427,0.3366,presente,1.0,Stim8hr
EPC1,450,418,32,0.6477,0.165,0.777,0.0,0.517,0.3349,presente,2.0,Stim8hr
CHTF18,447,419,28,0.6509,0.178,0.737,0.0,0.512,0.3333,presente,2.0,Stim48hr
PDCD2L,359,420,-61,0.8048,0.087,0.526,0.0,0.414,0.3332,presente,2.0,Rest
ALG6,422,421,1,0.6941,0.113,0.723,0.0,0.479,0.3325,presente,2.0,Stim48hr
GTF3C5,544,422,122,0.4992,,0.773,0.0,0.665,0.332,presente,2.0,Stim8hr
OTUB1,440,423,17,0.6653,0.176,0.698,0.0,0.499,0.332,presente,2.0,Rest
MAN1A2,474,424,50,0.6035,,0.467,0.0,0.55,0.3319,presente,2.0,Rest
MAEA,439,425,14,0.6684,0.191,0.665,0.0,0.496,0.3315,presente,2.0,Rest
RIPK1,467,426,41,0.6201,0.169,0.829,0.0,0.534,0.3311,presente,2.0,Rest
INO80B,418,427,-9,0.6964,0.131,0.68,0.0,0.475,0.3308,presente,2.0,Stim8hr
ZFC3H1,435,428,7,0.6734,0.123,0.747,0.0,0.49,0.33,presente,2.0,Stim8hr
COX4I1,451,429,22,0.6471,0.172,0.738,0.0,0.509,0.3294,presente,2.0,Stim8hr
BCKDHA,510,430,80,0.5425,,0.617,0.0,0.606,0.3288,presente,2.0,Stim8hr
SAP130,203,431,-228,1.1705,0.132,0.648,1.0,0.28,0.3277,presente,1.0,Stim8hr
IRF4,425,432,-7,0.6928,,0.26,0.0,0.472,0.327,presente,2.0,Stim8hr
PPCDC,365,433,-68,0.7942,0.137,0.443,0.0,0.41,0.3256,presente,2.0,Stim8hr
PCBP2,302,434,-132,0.9039,0.017,0.41,0.0,0.359,0.3245,presente,2.0,Stim8hr
RFX1,456,435,21,0.6391,0.193,0.701,0.0,0.507,0.324,presente,2.0,Stim8hr
PHF12,480,436,44,0.5913,0.184,0.847,0.0,0.547,0.3234,presente,2.0,Stim8hr
FAF2,419,437,-18,0.696,,0.686,0.67,0.463,0.3222,presente,1.0,Stim48hr
UBE2N,528,438,90,0.5219,,0.645,0.0,0.617,0.322,presente,2.0,Stim8hr
ATP1B3,432,439,-7,0.6803,0.238,0.528,0.0,0.473,0.3218,presente,2.0,Rest
WNK1,420,440,-20,0.6956,0.115,0.647,0.0,0.459,0.3193,presente,2.0,Stim8hr
HOXB2,385,441,-56,0.7554,-0.018,0.681,0.0,0.42,0.3173,presente,2.0,Rest
COQ2,524,442,82,0.5297,,0.595,0.0,0.598,0.3168,presente,2.0,Stim8hr
EDC3,221,443,-222,1.1205,-0.044,0.129,0.0,0.282,0.316,presente,2.0,Rest
CSNK2A1,426,444,-18,0.69,0.052,0.732,0.0,0.455,0.314,presente,2.0,Rest
STYXL1,421,445,-24,0.6946,0.101,0.643,0.0,0.452,0.314,presente,2.0,Stim48hr
ACAD11,458,446,12,0.6322,0.125,0.749,0.0,0.492,0.311,presente,2.0,Rest
GZMB,453,447,6,0.6445,,0.282,0.0,0.481,0.31,presente,2.0,Stim8hr
HNRNPD,487,448,39,0.5749,0.156,0.858,0.0,0.537,0.3087,presente,2.0,Stim48hr
BAP1,536,449,87,0.507,,0.611,0.0,0.604,0.3062,presente,2.0,Stim48hr
PDPK1,576,450,126,0.4514,,0.809,0.0,0.678,0.306,presente,2.0,Stim48hr
TFDP1,405,451,-46,0.7362,-0.007,0.662,0.0,0.415,0.3055,presente,2.0,Stim8hr
AIP,475,452,23,0.5997,0.177,0.73,0.0,0.509,0.3052,presente,2.0,Stim8hr
ZC3H12A,503,453,50,0.5518,0.187,0.862,0.0,0.553,0.3051,presente,2.0,Stim8hr
CSK,466,454,12,0.6217,0.063,0.842,0.0,0.489,0.304,presente,2.0,Rest
CARM1,471,455,16,0.6117,0.118,0.776,0.0,0.496,0.3034,presente,2.0,Stim48hr
FBXO32,136,456,-320,1.4207,0.056,0.34,1.0,0.212,0.3012,presente,1.0,Rest
MAX,361,457,-96,0.7974,0.107,0.36,0.0,0.376,0.2998,presente,2.0,Stim8hr
DPH1,492,458,34,0.5639,0.197,0.765,0.0,0.528,0.2977,presente,2.0,Stim8hr
UBA5,482,459,23,0.5907,0.103,0.829,0.0,0.504,0.2977,presente,2.0,Stim8hr
TCEAL1,424,460,-36,0.6933,0.042,0.643,0.0,0.428,0.2967,presente,2.0,Stim8hr
WASF2,533,461,72,0.5092,0.276,0.824,0.0,0.582,0.2964,presente,2.0,Rest
E2F1,490,462,28,0.5669,0.204,0.734,0.0,0.522,0.2959,presente,2.0,Stim48hr
CBX5,499,463,36,0.5565,0.164,0.82,0.0,0.53,0.2949,presente,2.0,Stim48hr
PPDPF,200,464,-264,1.1787,-0.019,-0.238,0.0,0.25,0.2947,presente,2.0,Stim8hr
IPO9,460,465,-5,0.6297,0.173,0.595,0.0,0.467,0.2941,presente,2.0,Stim8hr
KEAP1,518,466,52,0.5351,0.257,0.747,0.0,0.549,0.2938,presente,2.0,Stim8hr
PARP14,251,467,-216,1.0145,-0.043,0.157,0.0,0.289,0.2932,presente,2.0,Stim8hr
TIMM10,357,468,-111,0.8055,-0.011,0.454,0.0,0.364,0.2932,presente,2.0,Stim8hr
CARD11,384,469,-85,0.7591,,0.714,1.0,0.386,0.293,presente,1.0,Stim48hr
MED13,512,470,42,0.5404,0.159,0.871,0.0,0.542,0.2929,presente,2.0,Stim48hr
BCAT2,454,471,-17,0.6419,0.055,0.724,0.0,0.455,0.2921,presente,2.0,Stim8hr
STXBP4,596,472,124,0.4254,,0.815,0.0,0.681,0.2897,presente,2.0,Stim8hr
KMT2A,530,473,57,0.5154,,,0.0,0.562,0.2897,ausente (peso neutral),2.0,Stim8hr
UQCRQ,478,474,4,0.5948,0.13,0.721,0.0,0.486,0.2891,presente,2.0,Rest
HP1BP3,469,475,-6,0.6148,0.112,0.691,0.0,0.47,0.289,presente,2.0,Rest
DIS3,404,476,-72,0.7368,,0.739,1.0,0.391,0.2881,presente,1.0,Stim8hr
LAMTOR4,507,477,30,0.5467,0.178,0.781,0.0,0.525,0.287,presente,2.0,Stim48hr
RC3H1,494,478,16,0.5624,0.177,0.73,0.0,0.509,0.2863,presente,2.0,Stim48hr
PPP6C,443,479,-36,0.6597,0.103,0.571,0.0,0.433,0.2857,presente,2.0,Stim8hr
UBE3D,529,480,49,0.5185,0.26,0.746,0.0,0.55,0.2852,presente,2.0,Stim8hr
GJC1,535,481,54,0.5084,,0.72,0.33,0.559,0.2842,presente,2.0,Rest
C11orf54,208,482,-274,1.1519,-0.007,0.634,1.0,0.245,0.2822,presente,1.0,Rest
SP100,461,483,-22,0.6262,0.011,0.783,0.0,0.45,0.2818,presente,2.0,Stim8hr
PAN3,514,484,30,0.5371,0.132,0.852,0.0,0.524,0.2814,presente,2.0,Stim48hr
CYC1,464,485,-21,0.6243,0.079,0.643,0.0,0.443,0.2766,presente,2.0,Stim8hr
ADSS2,549,486,63,0.4916,,,0.0,0.562,0.2763,ausente (peso neutral),2.0,Rest
FLAD1,493,487,6,0.5625,0.229,0.593,0.0,0.489,0.2751,presente,2.0,Stim48hr
FANCB,495,488,7,0.5611,0.158,0.693,0.0,0.49,0.2749,presente,2.0,Stim8hr
RRAGC,522,489,33,0.5306,0.133,0.828,0.0,0.518,0.2749,presente,2.0,Stim48hr
CRLS1,553,490,63,0.4879,0.217,0.836,0.0,0.559,0.2727,presente,2.0,Stim48hr
EXOC2,558,491,67,0.485,,,0.0,0.562,0.2726,ausente (peso neutral),2.0,Stim8hr
MALT1,513,492,21,0.5376,0.124,0.796,0.0,0.505,0.2715,presente,2.0,Stim8hr
GSS,509,493,16,0.5441,0.105,0.792,0.0,0.495,0.2693,presente,2.0,Stim48hr
IL12RB2,322,494,-172,0.864,0.096,0.134,0.0,0.311,0.2687,presente,2.0,Stim8hr
ICOS,438,495,-57,0.6685,,0.073,0.0,0.402,0.2687,presente,2.0,Rest
ZNF641,564,496,68,0.4707,,0.726,0.33,0.561,0.2641,presente,2.0,Stim48hr
UCHL5,611,497,114,0.3892,,0.807,0.0,0.678,0.2639,presente,2.0,Stim8hr
EARS2,523,498,25,0.5299,0.161,0.711,0.0,0.497,0.2634,presente,2.0,Stim48hr
MTHFD1,546,499,47,0.4952,0.188,0.787,0.0,0.531,0.263,presente,2.0,Stim48hr
MAU2,525,500,25,0.5297,0.128,0.76,0.0,0.496,0.2627,presente,2.0,Rest
DOP1A,556,501,55,0.4856,0.189,0.808,0.0,0.537,0.2608,presente,2.0,Stim48hr
MYC,610,502,108,0.3948,,0.761,0.0,0.66,0.2606,presente,2.0,Stim8hr
RHEB,437,503,-66,0.6716,,0.03,0.0,0.386,0.2592,presente,2.0,Stim8hr
SEC14L2,472,504,-32,0.6097,0.073,0.583,0.0,0.425,0.2591,presente,2.0,Rest
ING5,502,505,-3,0.5531,0.198,0.563,0.0,0.468,0.2589,presente,2.0,Stim8hr
LZTS1,452,506,-54,0.6452,,0.068,0.0,0.4,0.2581,presente,2.0,Stim8hr
VPS41,508,507,1,0.5451,0.156,0.638,0.0,0.473,0.2578,presente,2.0,Stim48hr
MED14,511,508,3,0.5414,,0.727,0.67,0.475,0.2572,presente,1.0,Stim8hr
COA7,550,509,41,0.4899,0.12,0.846,0.0,0.517,0.2533,presente,2.0,Stim48hr
CCND2,563,510,53,0.4728,0.189,0.795,0.0,0.534,0.2525,presente,2.0,Stim8hr
KAT6A,520,511,9,0.5328,0.077,0.756,0.0,0.473,0.252,presente,2.0,Stim8hr
IL7R,339,512,-173,0.8224,,0.358,1.0,0.306,0.2517,presente,1.0,Stim8hr
RBM12,567,513,54,0.4661,0.194,0.798,0.0,0.536,0.2498,presente,2.0,Stim8hr
EXOSC10,584,514,70,0.4443,,,0.0,0.562,0.2497,ausente (peso neutral),2.0,Stim8hr
ZNF274,601,515,86,0.4111,0.322,0.831,0.0,0.605,0.2487,presente,2.0,Stim8hr
ADO,571,516,55,0.4583,,0.789,0.5,0.537,0.2461,presente,1.5,Rest
WRAP53,541,517,24,0.502,0.064,0.811,0.0,0.482,0.242,presente,2.0,Stim48hr
R3HCC1L,539,518,21,0.5028,0.112,0.731,0.0,0.481,0.2418,presente,2.0,Rest
IL23R,568,519,49,0.4637,0.121,0.86,0.0,0.521,0.2416,presente,2.0,Rest
PUM1,555,520,35,0.4872,0.209,0.636,0.0,0.495,0.2412,presente,2.0,Stim48hr
CTSF,542,521,21,0.5012,0.072,0.791,0.0,0.48,0.2406,presente,2.0,Rest
MORC2,323,522,-199,0.8623,0.11,0.671,1.0,0.278,0.2397,presente,1.0,Stim8hr
NBN,595,523,72,0.4261,,,0.0,0.562,0.2395,ausente (peso neutral),2.0,Stim8hr
ZC3H3,485,524,-39,0.5774,0.12,0.473,0.0,0.413,0.2385,presente,2.0,Stim8hr
RAB11FIP1,319,525,-206,0.8674,0.016,0.076,0.0,0.274,0.2377,presente,2.0,Stim8hr
ADAT2,559,526,33,0.4826,0.137,0.726,0.0,0.49,0.2365,presente,2.0,Stim8hr
LTB4R,468,527,-59,0.615,0.11,0.382,0.0,0.383,0.2355,presente,2.0,Stim48hr
SOCS4,586,528,58,0.4366,0.212,0.778,0.0,0.539,0.2353,presente,2.0,Rest
RPRD1B,476,529,-53,0.5994,0.08,0.676,0.33,0.392,0.235,presente,2.0,Stim8hr
INTS15,643,530,113,0.3488,,0.795,0.0,0.673,0.2347,presente,2.0,Stim8hr
CD5,599,531,68,0.4147,0.218,0.858,0.0,0.566,0.2347,presente,2.0,Stim48hr
UBA2,374,532,-158,0.7741,,0.347,1.0,0.303,0.2346,presente,1.0,Rest
C2orf15,574,533,41,0.4534,0.12,0.838,0.0,0.515,0.2335,presente,2.0,Stim48hr
CNBP,592,534,58,0.4294,0.158,0.871,0.0,0.542,0.2327,presente,2.0,Stim8hr
CCDC6,620,535,85,0.3784,,0.635,0.0,0.613,0.232,presente,2.0,Stim8hr
TENT2,414,536,-122,0.7035,0.087,0.21,0.0,0.329,0.2315,presente,2.0,Stim8hr
FIGNL1,538,537,1,0.5041,0.124,0.633,0.0,0.459,0.2314,presente,2.0,Rest
EXOSC1,630,538,92,0.3649,,0.685,0.0,0.632,0.2306,presente,2.0,Rest
EIF3L,516,539,-23,0.5361,-0.02,0.721,0.0,0.43,0.2305,presente,2.0,Stim48hr
CALCOCO2,532,540,-8,0.5119,0.067,0.688,0.0,0.45,0.2304,presente,2.0,Stim8hr
NSD2,575,541,34,0.4516,0.154,0.756,0.0,0.507,0.229,presente,2.0,Stim8hr
RAC2,554,542,12,0.4873,0.121,0.673,0.0,0.469,0.2285,presente,2.0,Stim48hr
ANKRD49,642,543,99,0.3493,,0.738,0.0,0.652,0.2277,presente,2.0,Rest
TNRC6A,573,544,29,0.4543,0.152,0.74,0.0,0.501,0.2276,presente,2.0,Stim48hr
MTF1,604,545,59,0.4041,,,0.0,0.562,0.2271,ausente (peso neutral),2.0,Stim8hr
DCAKD,306,546,-240,0.9,-0.042,-0.045,0.0,0.25,0.225,presente,2.0,Stim8hr
NAF1,506,547,-41,0.5473,0.151,0.422,0.0,0.409,0.2238,presente,2.0,Stim8hr
CCDC93,581,548,33,0.4461,0.121,0.781,0.0,0.499,0.2226,presente,2.0,Stim48hr
DPH6,588,549,39,0.4345,0.174,0.738,0.0,0.51,0.2216,presente,2.0,Stim48hr
