gene,raw_score,kd_gated_score,eb_score,raw_rank,kd_gated_rank,eb_rank,dropped_by_kd_gate,rank_shift_raw_to_eb
TSFM,366,366.0,-1.3709,846,713,2551,False,-1705.0
CRTC2,366,366.0,-0.9039,846,713,1849,False,-1003.0
NUBPL,366,366.0,-1.3709,846,713,2551,False,-1705.0
EXOSC1,365,365.0,0.3649,851,718,630,False,221.0
ALKBH2,364,364.0,0.339,852,719,656,False,196.0
TIPARP,363,363.0,0.061,853,720,859,False,-6.0
PTCH1,363,363.0,0.5909,853,720,481,False,372.0
FXN,363,,,853,,,True,
THOC6,363,363.0,0.2732,853,720,703,False,150.0
SND1,362,362.0,0.1625,857,723,781,False,76.0
GNE,362,362.0,-1.3732,857,723,2558,False,-1701.0
ECHS1,362,362.0,0.3764,857,723,621,False,236.0
ZHX1-C8orf76,361,,,860,,,True,
HEY1,361,,,860,,,True,
GALNT6,361,361.0,0.1567,860,726,788,False,72.0
CLASRP,361,361.0,0.6745,860,726,434,False,426.0
ENO3,360,,,864,,,True,
COQ2,360,360.0,0.5298,864,728,524,False,340.0
HNF4A,360,,,864,,,True,
MRPL16,360,,,864,,,True,
MRPS7,359,,,868,,,True,
ENO1,358,358.0,-0.3775,869,729,1257,False,-388.0
ACSS1,356,356.0,-0.9162,870,730,1868,False,-998.0
MCM8,355,355.0,0.4028,871,731,605,False,266.0
ZNF470,354,354.0,-0.9701,872,732,1943,False,-1071.0
RRM2B,353,353.0,0.2064,873,733,746,False,127.0
ATP6AP2,353,353.0,0.5554,873,733,501,False,372.0
EIF3K,352,352.0,0.2823,875,735,696,False,179.0
GDF9,351,,,876,,,True,
TARDBP,351,,,876,,,True,
UCHL5,350,350.0,0.3892,878,736,611,False,267.0
PAN3,349,349.0,0.5371,879,737,514,False,365.0
DAPK2,349,349.0,0.5513,879,737,505,False,374.0
UBE3D,349,349.0,0.5186,879,737,529,False,350.0
MRPL39,347,,,882,,,True,
FAM118B,347,347.0,-0.935,882,740,1894,False,-1012.0
CDK2,346,346.0,-0.7961,884,741,1716,False,-832.0
KMT2A,346,346.0,0.5155,884,741,530,False,354.0
LAMTOR5,345,345.0,-0.2807,886,743,1163,False,-277.0
SLTM,342,342.0,-0.0564,887,744,958,False,-71.0
PARL,342,342.0,-1.5627,887,744,2981,False,-2094.0
EML2,342,342.0,0.5515,887,744,504,False,383.0
TRMT10C,341,341.0,-0.5827,890,747,1476,False,-586.0
ZNF92,341,341.0,0.6553,890,747,446,False,444.0
RC3H1,340,340.0,0.5624,892,749,494,False,398.0
HMGN5,340,340.0,-0.0834,892,749,994,False,-102.0
INO80,340,340.0,0.8651,892,749,321,False,571.0
POP4,337,,,895,,,True,
IARS2,337,,,895,,,True,
THRA,336,336.0,0.4885,897,752,551,False,346.0
APC,336,336.0,0.7002,897,752,415,False,482.0
KAT7,334,334.0,0.7656,899,754,380,False,519.0
SMAD7,334,334.0,0.5609,899,754,496,False,403.0
MFHAS1,333,333.0,0.2384,901,756,723,False,178.0
VHL,333,333.0,0.7671,901,756,378,False,523.0
TTC39C,332,332.0,-1.1611,903,758,2224,False,-1321.0
ALG6,332,332.0,0.6942,903,758,422,False,481.0
KCNA2,331,331.0,0.5577,905,760,498,False,407.0
LZTS1,331,331.0,0.6453,905,760,452,False,453.0
RGPD6,328,,,907,,,True,
FANCL,328,328.0,0.5946,907,762,479,False,428.0
ENTR1,328,328.0,-0.3468,907,762,1235,False,-328.0
ATP1B3,328,328.0,0.6804,907,762,432,False,475.0
AVPR2,327,,,911,,,True,
MRPS31,326,,,912,,,True,
SOS2,326,326.0,-1.0702,912,765,2069,False,-1157.0
COLGALT1,325,325.0,-0.7494,914,766,1666,False,-752.0
UBE2N,325,325.0,0.522,914,766,528,False,386.0
PHF12,325,325.0,0.5914,914,766,480,False,434.0
RPE,325,325.0,-0.0675,914,766,978,False,-64.0
PRPF39,325,325.0,0.434,914,766,589,False,325.0
CPOX,325,325.0,-0.7212,914,766,1630,False,-716.0
H2BC10,324,,,920,,,True,
SH3GL1,324,324.0,-0.0445,920,772,941,False,-21.0
RCOR3,324,324.0,-0.6241,920,772,1529,False,-609.0
AK3,323,323.0,0.4578,923,774,572,False,351.0
FLT1,323,323.0,-1.1142,923,774,2163,False,-1240.0
NSUN6,322,3.0,-1.7254,925,4437,3253,False,-2328.0
GPR15,320,320.0,-0.082,926,776,992,False,-66.0
FASTKD5,320,320.0,-0.5844,926,776,1484,False,-558.0
MSL2,320,320.0,0.4001,926,776,607,False,319.0
GLS,319,319.0,0.0893,929,779,833,False,96.0
EXOC2,318,318.0,0.4851,930,780,558,False,372.0
CLDN7,318,,,930,,,True,
SZRD1,318,318.0,0.1675,930,780,775,False,155.0
RNF111,318,318.0,-0.7681,930,780,1678,False,-748.0
DCPS,317,,,934,,,True,
DDIT4,317,317.0,-1.401,934,783,2609,False,-1675.0
DENND2D,316,316.0,-0.6744,936,784,1575,False,-639.0
SLC25A10,315,147.0,0.2655,937,1188,708,False,229.0
HSPBAP1,315,14.0,-1.3863,937,2715,2575,False,-1638.0
GIGYF2,315,315.0,0.6835,937,785,430,False,507.0
KDM2A,314,314.0,0.7421,940,786,400,False,540.0
PHF8,314,314.0,-0.1858,940,786,1077,False,-137.0
FLI1,314,314.0,0.5357,940,786,517,False,423.0
RHOC,312,312.0,-0.9018,943,789,1847,False,-904.0
PPP1R3B,311,311.0,-0.3065,944,790,1189,False,-245.0
BEX3,310,310.0,-0.4192,945,791,1298,False,-353.0
CS,310,,,945,,,True,
MTIF2,310,310.0,-1.0157,945,791,1996,False,-1051.0
PDPK1,309,309.0,0.4514,948,793,576,False,372.0
RHBDD3,309,309.0,0.0857,948,793,834,False,114.0
PDIA3,309,309.0,0.0501,948,793,869,False,79.0
MBIP,307,307.0,-0.0999,951,796,1011,False,-60.0
TRAPPC3,306,306.0,0.005,952,797,905,False,47.0
SP100,306,306.0,0.6262,952,797,461,False,491.0
SLC4A1AP,306,306.0,-0.0688,952,797,982,False,-30.0
PROX2,306,,,952,,,True,
RBM5,306,306.0,0.2496,952,797,718,False,234.0
OTUB1,304,304.0,0.6654,957,801,440,False,517.0
VPS41,303,303.0,0.5451,958,802,508,False,450.0
OSR1,303,,,958,,,True,
HPS1,302,302.0,0.7675,960,803,377,False,583.0
COA5,302,302.0,0.4017,960,803,606,False,354.0
AIP,302,302.0,0.5997,960,803,475,False,485.0
FBXO28,301,301.0,0.0208,963,806,896,False,67.0
NAB2,301,301.0,-0.3094,963,806,1196,False,-233.0
FAF2,301,301.0,0.696,963,806,419,False,544.0
FOXN2,300,300.0,0.744,966,809,399,False,567.0
NDUFS5,300,300.0,-1.0876,966,809,2110,False,-1144.0
SMARCA4,300,300.0,0.31,966,809,671,False,295.0
MMP9,300,,,966,,,True,
RITA1,300,,,966,,,True,
CBFA2T2,299,299.0,-1.3605,971,812,2535,False,-1564.0
ETNK1,299,299.0,-0.1721,971,812,1063,False,-92.0
PHF19,298,298.0,-0.1767,973,814,1068,False,-95.0
PDCD10,297,297.0,0.1897,974,815,756,False,218.0
ARID2,297,297.0,0.7669,974,815,379,False,595.0
PPP6C,297,297.0,0.6598,974,815,443,False,531.0
IL4I1,296,296.0,-0.0834,977,818,994,False,-17.0
MRRF,296,296.0,-0.3811,977,818,1262,False,-285.0
PHF10,296,296.0,0.3092,977,818,672,False,305.0
INTS15,295,295.0,0.3488,980,822,643,False,337.0
UBL7,295,295.0,-1.8238,980,822,3602,False,-2622.0
VEZT,295,295.0,0.8052,980,822,358,False,622.0
CSNK2A1,295,295.0,0.69,980,822,426,False,554.0
FAM161B,294,172.0,0.2965,984,1096,683,False,301.0
GATB,294,294.0,-0.6124,984,826,1512,False,-528.0
LRP5,294,294.0,-0.726,984,826,1636,False,-652.0
RFX1,293,293.0,0.6392,987,828,456,False,531.0
IKBKB,292,292.0,-1.3655,988,829,2543,False,-1555.0
AIRIM,292,,,988,,,True,
GNB1L,291,291.0,-0.0526,990,830,953,False,37.0
ANKAR,291,291.0,0.5056,990,830,537,False,453.0
BRD1,291,291.0,0.3658,990,830,628,False,362.0
ZNF71,291,291.0,0.3711,990,830,625,False,365.0
ACSL6,289,289.0,0.5088,994,834,534,False,460.0
SLC39A6,288,288.0,-0.1028,995,835,1013,False,-18.0
ENDOG,286,286.0,-0.0859,996,836,998,False,-2.0
RAB19,286,,,996,,,True,
B4GALT7,285,4.0,-2.1042,998,4017,4387,False,-3389.0
GAPDH,285,,,998,,,True,
CLPB,285,285.0,-0.9101,998,837,1859,False,-861.0
EXOSC10,284,284.0,0.4444,1001,838,583,False,418.0
NR2C2,284,284.0,0.7491,1001,838,391,False,610.0
GJC1,284,284.0,0.5084,1001,838,535,False,466.0
KLF13,284,40.0,-0.6682,1001,1962,1572,False,-571.0
PDK1,284,284.0,-0.9861,1001,838,1956,False,-955.0
CTSF,283,283.0,0.5013,1006,842,542,False,464.0
