target_contrast_gene_name,rank,regpower_eb_mean,regpower_eb_sd,p_top_1pct,n_conditions,expected_downstream,shrinkage,n_signif_conditions,xcond_reproducibility,any_offtarget
AGMAT,7100,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CCDC152,7101,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CCDC14,7102,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SELENOW,7103,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PARVB,7104,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CCDC85C,7105,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PBDC1,7106,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PBK,7107,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
AGTRAP,7108,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PCCA,7109,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
AHI1,7110,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CBR3,7111,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CBR1,7112,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
AGA,7113,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SEPTIN8,7114,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PHLDA3,7115,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ADK,7116,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CD84,7117,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SFXN3,7118,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
OGG1,7119,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
WDR20,7120,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CD63,7121,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
WDR41,7122,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CD46,7123,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CD320,7124,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ADPGK,7125,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
OTUD3,7126,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CD226,7127,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CCSER2,7128,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CCPG1,7129,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SERINC3,7130,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CCM2,7131,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PABPC1L,7132,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
AIM2,7133,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PUS7,7134,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZNF689,7135,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PTMS,7136,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SDHAF1,7137,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PEBP1,7138,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
C4orf3,7139,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZBTB41,7140,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PTPN12,7141,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
C2orf69,7142,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SCYL1,7143,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PGRMC2,7144,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
YIPF4,7145,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
C15orf40,7146,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
AMDHD2,7147,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PTK2B,7148,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ANGEL1,7149,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PHC2,7150,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ANGEL2,7151,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RHOG,7152,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZNF669,7153,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CACUL1,7154,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PTPN22,7155,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PDXK,7156,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZNF420,7157,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CASP7,7158,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SEC24B,7159,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CAPZA2,7160,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
YTHDC2,7161,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
YTHDF1,7162,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PTS,7163,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
YTHDF3,7164,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZNF681,7165,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CAPN2,7166,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RGS2,7167,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CAPN1,7168,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZNF675,7169,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CAMK2G,7170,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SEC11A,7171,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
YIPF5,7172,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
COX7A2,7173,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
LIMK1,7174,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
EFCAB14,7175,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
LYPLAL1,7176,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
JPT2,7177,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
JMY,7178,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MAFK,7179,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SNX6,7180,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MAML1,7181,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SNX20,7182,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TRIM35,7183,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ERGIC2,7184,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MAP3K3,7185,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
EEF1AKMT1,7186,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GMDS,7187,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ECI1,7188,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ITPRIP,7189,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MAPK7,7190,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ITPR3,7191,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
LY75,7192,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
LY6E,7193,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
JUN,7194,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ELK3,7195,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
KBTBD8,7196,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ERC1,7197,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
EPHX2,7198,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
EOGT,7199,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
LSP1,7200,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ENTPD4,7201,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
LTA4H,7202,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TRA2A,7203,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TRABD2A,7204,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GLCE,7205,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ENDOD1,7206,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TRAF4,7207,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
EMD,7208,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GLG1,7209,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GLMP,7210,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MAPK9,7211,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TMEM243,7212,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MARCHF7,7213,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SMIM20,7214,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MDM2,7215,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SMIM13,7216,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
DPP4,7217,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
IMPACT,7218,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
DOCK11,7219,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GPR68,7220,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GRAMD2B,7221,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
DNM1L,7222,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MELK,7223,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SMCO4,7224,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
METTL9,7225,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MFNG,7226,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MFSD12,7227,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
DNAJB12,7228,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MGAT1,7229,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SMIM19,7230,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GPATCH2L,7231,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ITM2C,7232,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
IQCE,7233,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GOLPH3L,7234,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
DYNC2LI1,7235,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ITCH,7236,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ISG20,7237,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
DYM,7238,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SUMF2,7239,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GPAT4,7240,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
DUSP22,7241,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TRMU,7242,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SMPD4,7243,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TRPS1,7244,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MBOAT7,7245,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MCOLN3,7246,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MCTP2,7247,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
DUS1L,7248,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ERCC5,7249,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TP53BP2,7250,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GSTK1,7251,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
LATS1,7252,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
LANCL1,7253,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TMEM185B,7254,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TMLHE,7255,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
FASTKD2,7256,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TMOD3,7257,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TMEM183A,7258,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
FXYD5,7259,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TMEM179B,7260,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ERLIN1,7261,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
FYTTD1,7262,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
KIF20B,7263,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TMEM170A,7264,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
FANCG,7265,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
KIF1B,7266,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GADD45B,7267,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TMEM156,7268,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TMEM187,7269,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
LAMP2,7270,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
LACTB2,7271,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
FBXO48,7272,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
KLHL12,7273,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TMEM241,7274,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
STAM2,7275,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
KLF12,7276,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
FLII,7277,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
FNIP2,7278,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
KLHL21,7279,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TMEM219,7280,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
FOXJ3,7281,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
FOXK2,7282,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
KLHL22,7283,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
KLHL6,7284,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
FRYL,7285,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
KLHL7,7286,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TMEM192,7287,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TNFAIP8L1,7288,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
LIMD1,7289,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GATD1,7290,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
FABP5,7291,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SPPL2A,7292,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GGCT,7293,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TOMM40L,7294,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
LRP8,7295,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
KCTD20,7296,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
STK38L,7297,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TOMM7,7298,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
EXD2,7299,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SPIN4,7300,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
EVA1B,7301,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GID4,7302,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TOR1AIP2,7303,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GIMAP2,7304,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
STMP1,7305,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
KCNN4,7306,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
F2R,7307,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
KCTD6,7308,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
LITAF,7309,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
LONRF1,7310,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
FAM222B,7311,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GBE1,7312,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
KIAA0930,7313,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GBP3,7314,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TNFRSF18,7315,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
LMAN2L,7316,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
FAM184A,7317,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
FAM168B,7318,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
KIAA0513,7319,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
LNPK,7320,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SPRYD7,7321,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
FAM117A,7322,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
FAM111B,7323,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SPRYD4,7324,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
FAHD2B,7325,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SVBP,7326,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GNPDA1,7327,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
FN3KRP,7328,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MOSPD3,7329,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
UBA7,7330,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CTSS,7331,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
HMGN3,7332,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SLC43A1,7333,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MPRIP,7334,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
HDHD5,7335,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SLC43A3,7336,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MPPE1,7337,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MPP1,7338,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SLC48A1,7339,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SLC30A9,7340,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SLC4A2,7341,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TARBP1,7342,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
IL18RAP,7343,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CTDSP1,7344,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SLC2A4RG,7345,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TXNDC5,7346,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CSRP1,7347,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
HCST,7348,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
IL16,7349,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CSNK2B,7350,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
IL17RA,7351,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
DENND11,7352,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SLC9A7,7353,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
HPCAL1,7354,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
DENND5A,7355,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
IFRD1,7356,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MXD4,7357,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SLC39A14,7358,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SLC39A11,7359,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TCEA2,7360,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CYP1B1,7361,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
UBE2K,7362,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CYRIB,7363,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MTIF3,7364,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
HGH1,7365,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TAGLN2,7366,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CYTH2,7367,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
HEXB,7368,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
IFT43,7369,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MTHFD2L,7370,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
HIGD2A,7371,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SLC37A4,7372,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
IFT88,7373,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MTMR1,7374,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CXorf65,7375,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
HERC5,7376,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MT1X,7377,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TCHP,7378,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
HM13,7379,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MTR,7380,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
UBE2A,7381,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
HEBP2,7382,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MSANTD2,7383,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
IKBKE,7384,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
NAA60,7385,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MON1B,7386,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SLC25A46,7387,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GYG1,7388,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SYNJ2,7389,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GZMA,7390,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
DIAPH2,7391,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
IDNK,7392,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
IL32,7393,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SYNJ1,7394,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SLC27A2,7395,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CREM,7396,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TTLL1,7397,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
DGKA,7398,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MINDY3,7399,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SYNE2,7400,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
H2BC21,7401,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CRTC3,7402,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
UBXN8,7403,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MINK1,7404,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
H1-10,7405,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MGST3,7406,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
HSPA13,7407,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
DGKQ,7408,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SLC9A8,7409,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
DERA,7410,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
TFEB,7411,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CREBZF,7412,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
IDS,7413,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
MKLN1,7414,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
GSTZ1,7415,-2.9313,0.8956,0.0,3,4.3,0.629,3,0.0,True
PIH1D1,7416,-2.9313,0.8956,0.0,3,4.3,0.629,3,0.0,True
PPM1M,7417,-2.9313,0.8956,0.0,3,4.3,0.629,3,0.0,True
AP4B1,7418,-2.9313,0.8956,0.0,3,4.3,0.629,3,0.0,True
IL11RA,7419,-2.9313,0.8956,0.0,3,4.3,0.629,3,0.0,True
TWF2,7420,-2.9313,0.8956,0.0,3,4.3,0.629,3,0.0,True
LRRC28,7421,-2.9313,0.8956,0.0,3,4.3,0.629,3,0.0,True
CHD3,7422,-3.0383,0.8956,0.0,3,3.8,0.629,3,0.0,True
ARHGEF39,7423,-3.0383,0.8956,0.0,3,3.8,0.629,3,0.0,True
ZBTB6,7424,-3.0383,0.8956,0.0,3,3.8,0.629,3,0.0,True
RANGRF,7425,-3.0383,0.8956,0.0,3,3.8,0.629,3,0.0,True
IFIT5,7426,-3.0383,0.8956,0.0,3,3.8,0.629,3,0.0,True
CSPP1,7427,-3.0383,0.8956,0.0,3,3.8,0.629,3,0.0,True
H2BC8,7428,-3.0383,0.8956,0.0,3,3.8,0.629,3,0.0,True
USP21,7429,-3.0384,0.8956,0.0,3,3.8,0.629,3,0.0,True
UQCRH,7430,-3.0384,0.8956,0.0,3,3.8,0.629,3,0.0,True
