target_contrast_gene_name,rank,regpower_eb_mean,regpower_eb_sd,p_top_1pct,n_conditions,expected_downstream,shrinkage,n_signif_conditions,xcond_reproducibility,any_offtarget
SMPD2,6769,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
CD27,6770,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
OTULINL,6771,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
QTRT1,6772,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
DTD1,6773,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
DHRS7B,6774,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
SETX,6775,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
CD74,6776,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
OPTN,6777,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
CD80,6778,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
QSOX1,6779,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
SMIM12,6780,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
TTBK2,6781,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
DNPH1,6782,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ZNF771,6783,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
MED20,6784,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
SMCR8,6785,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
TSPYL4,6786,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
SH3BGRL,6787,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
XKR6,6788,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
DENND10,6789,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
PCLAF,6790,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
SYAP1,6791,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
IGF1R,6792,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ELOVL6,6793,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
TFCP2,6794,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
SPAG5,6795,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
SEC24D,6796,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
DEPDC1,6797,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
EIF4G3,6798,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
DEPDC1B,6799,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
EIF4EBP2,6800,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
NT5DC1,6801,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
EIF4E3,6802,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
TEX264,6803,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
PARP1,6804,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
TEX2,6805,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
H2BC9,6806,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
CENPF,6807,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
MAP3K2,6808,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
SELENOS,6809,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
MINDY2,6810,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
PARP6,6811,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
SLFN11,6812,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
CCDC150,6813,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
MAP3K9,6814,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
MAP4K5,6815,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
TRIM5,6816,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
BMPR1A,6817,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
SLC25A44,6818,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
IRS2,6819,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
AP3S2,6820,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
POMT1,6821,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ATAD1,6822,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
CMTM8,6823,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
TMEM201,6824,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
POMGNT2,6825,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
STX17,6826,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
FOXRED2,6827,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ZNF22,6828,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
PRR14,6829,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ZNF213,6830,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
IDE,6831,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ZNF197,6832,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
KLHDC2,6833,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
RBBP7,6834,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
KLHL18,6835,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
STX12,6836,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
RSAD1,6837,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ST7,6838,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
MVB12A,6839,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
FLVCR1,6840,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
CLUAP1,6841,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ATP6V0E2,6842,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
PLSCR1,6843,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
CLTB,6844,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
UBE2Z,6845,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ZNF557,6846,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
TMEM273,6847,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
FKBP3,6848,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ST3GAL4,6849,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ST3GAL3,6850,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ASPM,6851,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ZNF266,6852,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
GMNN,6853,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
SLC27A4,6854,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
PPT1,6855,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
CPT2,6856,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ZYG11B,6857,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
PPP3CC,6858,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
NARF,6859,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
SLC25A36,6860,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
CRIP1,6861,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ARHGAP17,6862,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
CPD,6863,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ULK2,6864,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
STK11IP,6865,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
GDI2,6866,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
RNF24,6867,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
UNC119,6868,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
STIM2,6869,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
TMEM18,6870,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
GCC2,6871,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
PPM1K,6872,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
TMEM135,6873,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
COX6A1,6874,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
N4BP2L1,6875,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
TMEM14C,6876,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
STRIP2,6877,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
GALM,6878,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ZNF496,6879,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ZNF512,6880,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
APEH,6881,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ARPC1A,6882,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
UQCC6,6883,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
PRKD3,6884,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
PLK3,6885,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
CDC14A,6886,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
PITPNC1,6887,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ITGA4,6888,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
TMX4,6889,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
SAMD10,6890,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
BAK1,6891,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
RANBP10,6892,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
PSMD9,6893,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
BAG3,6894,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
CYFIP1,6895,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
GOLPH3,6896,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
SLC35G1,6897,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
FBXO4,6898,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ABRAXAS2,6899,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
GNG10,6900,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
PIK3C2A,6901,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ZNF593,6902,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
HMGN1,6903,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
FAM89A,6904,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
ZFAND1,6905,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
FBXO25,6906,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
NF2,6907,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
B4GALT3,6908,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
PLIN3,6909,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
CZIB,6910,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
TMEM62,6911,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
AP2A2,6912,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
S100A4,6913,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
PKN2,6914,-2.8237,0.8956,0.0,3,4.0,0.629,3,0.0,False
APOBR,6915,-2.8608,0.8956,0.0,3,4.7,0.629,3,0.0,True
ATG4B,6916,-2.9157,0.8956,0.0,3,5.3,0.629,3,0.0,True
MBD4,6917,-2.9157,0.8956,0.0,3,5.3,0.629,3,0.0,True
GSKIP,6918,-2.9157,0.8956,0.0,3,5.3,0.629,3,0.0,True
CCDC47,6919,-2.9157,0.8956,0.0,3,5.3,0.629,3,0.0,True
ENKD1,6920,-2.9157,0.8956,0.0,3,5.3,0.629,3,0.0,True
ERI2,6921,-2.9157,0.8956,0.0,3,5.3,0.629,3,0.0,True
HACL1,6922,-2.9157,0.8956,0.0,3,5.3,0.629,3,0.0,True
TLR6,6923,-2.9157,0.8956,0.0,3,5.3,0.629,3,0.0,True
POLL,6924,-2.9158,0.8956,0.0,3,5.3,0.629,3,0.0,True
SERPINB8,6925,-2.9158,0.8956,0.0,3,5.3,0.629,3,0.0,True
TMEM69,6926,-2.9158,0.8956,0.0,3,5.3,0.629,3,0.0,True
NFATC3,6927,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SH2B3,6928,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
UPP1,6929,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SLC25A23,6930,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RALGAPA1,6931,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RBM4B,6932,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CDK9,6933,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SH2D1A,6934,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
COPS7A,6935,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
VAMP2,6936,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CLPTM1L,6937,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
VWA5A,6938,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
VTA1,6939,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ACAT1,6940,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
OFD1,6941,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SKIL,6942,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SLC25A4,6943,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ACAP2,6944,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CDCA4,6945,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
USP48,6946,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CDK16,6947,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
USP53,6948,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
NINJ1,6949,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CPEB2,6950,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
NIBAN2,6951,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CHTOP,6952,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CHM,6953,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
COX8A,6954,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
OCIAD1,6955,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CDK5RAP1,6956,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ADGRE5,6957,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CDR2,6958,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ADCY7,6959,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
NFX1,6960,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
COX7A2L,6961,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ADCK2,6962,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RAB18,6963,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
UQCC2,6964,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
NRROS,6965,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
NPTX1,6966,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RAB30,6967,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CMTM3,6968,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CEP85L,6969,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
USP45,6970,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
VAT1,6971,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CGRRF1,6972,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CERK,6973,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SIL1,6974,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ABI1,6975,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
USP11,6976,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
URGCP,6977,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ACVR2B,6978,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RAB3GAP1,6979,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RAB8A,6980,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ACTR1A,6981,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RASA1,6982,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RDH11,6983,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
VDAC2,6984,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RB1,6985,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SIGMAR1,6986,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ABHD3,6987,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CLIC4,6988,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
VPS13B,6989,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SLC25A20,6990,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RAB27A,6991,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RAB11FIP2,6992,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SLC25A17,6993,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
VAMP3,6994,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RBM17,6995,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RALB,6996,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CLTA,6997,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SLC25A12,6998,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SH3BGRL3,6999,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CLASP1,7000,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
VAMP8,7001,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RADX,7002,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
NOTCH2,7003,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CLCN3,7004,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RAMP1,7005,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RCSD1,7006,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
USP20,7007,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CEP128,7008,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
NETO2,7009,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SH3GLB1,7010,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
NXPE3,7011,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
NUDT9,7012,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
VPS26C,7013,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RAB33B,7014,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ARB2A,7015,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ADH5,7016,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZMIZ2,7017,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
BBS9,7018,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RWDD3,7019,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
BBLN,7020,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ANXA4,7021,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
BBC3,7022,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PLD6,7023,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RUNDC1,7024,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PLEKHM3,7025,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ANXA2,7026,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PSAP,7027,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZMYM6,7028,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZNF558,7029,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
B3GLCT,7030,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RSRP1,7031,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RSPH3,7032,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZNF133,7033,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
BCAP31,7034,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RILPL2,7035,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PHPT1,7036,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZDHHC5,7037,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZDBF2,7038,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
BRF2,7039,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PSPC1,7040,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
BRAF,7041,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZDHHC24,7042,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZNF606,7043,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZNF605,7044,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
NAP1L5,7045,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PLAC8,7046,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PIGQ,7047,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
BMAL2,7048,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
BLTP1,7049,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
BLOC1S5,7050,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZFP41,7051,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PIR,7052,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ANP32E,7053,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PLPBP,7054,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RIT1,7055,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ATP2C1,7056,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PPP1CA,7057,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ARL5A,7058,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ARL2BP,7059,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZNF326,7060,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RNF26,7061,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ARHGEF9,7062,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZNF451,7063,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZNF445,7064,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ARHGAP5,7065,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PLXNA3,7066,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
APRT,7067,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PPP2R5E,7068,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RNF11,7069,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PRKAB1,7070,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ARFGEF2,7071,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RNF141,7072,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RNF126,7073,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RNF6,7074,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PPM1A,7075,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
APLP2,7076,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZNF3,7077,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
AP4E1,7078,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PML,7079,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ATOSA,7080,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZNF212,7081,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZNF24,7082,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RP2,7083,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZNF260,7084,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ASNSD1,7085,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ROCK2,7086,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
AP5S1,7087,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PPIA,7088,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PRKCD,7089,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
RNH1,7090,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ZNF286A,7091,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ARMC1,7092,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
SAYSD1,7093,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
ANKRD13A,7094,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
WBP1L,7095,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
AGPAT5,7096,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CCDC61,7097,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
CCDC186,7098,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
PARP16,7099,-2.9307,0.8956,0.0,3,3.6,0.629,3,0.0,False
